Official Code 2001 Edition,Act Number,Section of Act,Law Number,Type of Change,Act Type,Expiration Date,Bill Title,DCR Cite
02-0218.51,20-425,2,PEND,Note,T,,Small and Certified Business Enterprise Development and Assistance Waiver Certification Temporary Amendment Act of 2014,61-10155
02-0218.51,20-558,2(c),PEND,Amend,,,Small and Certified Business Enterprise Development and Assistance Waiver Certification Amendment Act of 2014,62-00458
02-0218.51,20-380,2,NA,Note,E,10/21/14,Small and Certified Business Enterprise Development and Assistance Waiver Certification Emergency Amendment Act of 2014,61-07795
02-0218.61,20-558,2(d),PEND,Amend,,,Small and Certified Business Enterprise Development and Assistance Waiver Certification Amendment Act of 2014,62-00458
02-0218.75,20-424,9017(b),PEND,Amend,P,,FY 2015 Budget Support Act,61-09990
02-0218.75,20-377,9017(b),NA,Note,E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
02-0218.75,20-449,9017(b),NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
02-0218.76,20-449,9021(a),NA,"Note, Repeal",E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
02-0218.76,20-424,9021(a),PEND,Repeal,P,,FY 2015 Budget Support Act,61-09990
02-0218.76,20-377,9021(a),NA,"Note, Repeal",E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
02-0271.01 - 0273.09,20-550,101 - 114,PEND,New Section,,,Public-Private Partnership Act,62-00261
02-0351.04,20-449,6034(a),NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
02-0351.04,20-377,6044(a),NA,Note,E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
02-0351.04,20-424,6034(a),PEND,Amend,P,,FY 2015 Budget Support Act,61-09990
02-0352.01,20-424,6034(b),PEND,Amend,P,,FY 2015 Budget Support Act,61-09990
02-0352.01,20-377,6044(b),NA,Note,E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
02-0352.01,20-449,6034(b),NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
02-0354.03,20-424,6034(c),PEND,Amend,P,,FY 2015 Budget Support Act,61-09990
02-0354.03,20-449,6034(c),NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
02-0354.03,20-377,6044(c),NA,Note,E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
02-0534,20-439,2(a),PEND,Amend,P,,Critical Infrastructure Freedom on Information Amendment Act,61-10735
02-0534,20-459,2(a),NA,Note,E,01/01/15,Critical Infrastructure Freedom of Information Second Congressional Review Emergency Amendment Act of 2014,61-11374
02-0534,20-459,2(a),NA,Note,E,01/01/15,Critical Infrastructure Freedom of Information Second Congressional Review Emergency Amendment Act of 2014,61-11374
02-0539,20-439,2(b),PEND,Amend,P,,Critical Infrastructure Freedom on Information Amendment Act,61-10735
02-0539,20-459,2(b),NA,Note,E,01/01/15,Critical Infrastructure Freedom of Information Second Congressional Review Emergency Amendment Act of 2014,61-11374
02-0539,20-459,2(b),NA,Note,E,01/01/15,Critical Infrastructure Freedom of Information Second Congressional Review Emergency Amendment Act of 2014,61-11374
02-1210.31,20-449,7182,NA,"Note, New Sec",E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
02-1210.31,20-424,7182,PEND,New Section,P,,FY 2015 Budget Support Act,61-09990
02-1210.31,20-377,7192,NA,"Note, New Sec",E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
02-1210.32,20-449,7185,NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
02-1210.32,20-555,2(u)(2),PEND,Note,T,,F.Y. 2015 Budget Support Clarification Temporary Amendment Act of 2014,62-00424
02-1210.32,20-377,7193,NA,"Note, New Sec",E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
02-1210.32,20-424,7183,PEND,New Section,P,,FY 2015 Budget Support Act,61-09990
02-1210.32,20-449,7183,NA,"Note, New Sec",E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
02-1210.32,20-461,2(p),NA,Note,E,12/30/14,F.Y. 2015 Budget Support Clarification Emergency Amendment Act of 2014,61-11784
02-1212.21,20-457,2,NA,Note,E,01/21/15,Grocery Store Restrictive Covenant Prohibition Emergency Act of 2014,61-11366
02-1212.21,20-490,2,PEND,Note,T,,Grocery Store Restrictive Covenant Prohibition Temporary Act of 2014,61-12448
02-1212.21,20-457,2,NA,Note,E,01/21/15,Grocery Store Restrictive Covenant Prohibition Emergency Act of 2014,61-11366
02-1215.01,20-441,2(a),PEND,Amend,P,,Business Improvement District Amendment Act,61-10741
02-1215.01,20-435,2(a),NA,Note,E,01/05/15,Business Improvement District Emergency Amendment Act of 2014,61-10717
02-1215.02,20-435,2(b),NA,Note,E,01/05/15,Business Improvement District Emergency Amendment Act of 2014,61-10717
02-1215.02,20-410,2(a),NA,Note,E,10/30/14,Southwest Business Improvement District Emergency Act of 2014,61-08299
02-1215.02,20-441,2(b),PEND,Amend,P,,Business Improvement District Amendment Act,61-10741
02-1215.03,20-441,2(c),PEND,Amend,P,,Business Improvement District Amendment Act,61-10741
02-1215.03,20-435,2(c),NA,Note,E,01/05/15,Business Improvement District Emergency Amendment Act of 2014,61-10717
02-1215.04,20-410,2(b),NA,Note,E,10/30/14,Southwest Business Improvement District Emergency Act of 2014,61-08299
02-1215.04,20-441,2(d),PEND,Amend,P,,Business Improvement District Amendment Act,61-10741
02-1215.04,20-435,2(d),NA,Note,E,01/05/15,Business Improvement District Emergency Amendment Act of 2014,61-10717
02-1215.05,20-441,2(e),PEND,Amend,P,,Business Improvement District Amendment Act,61-10741
02-1215.05,20-435,2(e),NA,Note,E,01/05/15,Business Improvement District Emergency Amendment Act of 2014,61-10717
02-1215.06,20-441,2(f),PEND,Amend,P,,Business Improvement District Amendment Act,61-10741
02-1215.06,20-435,2(f),NA,Note,E,01/05/15,Business Improvement District Emergency Amendment Act of 2014,61-10717
02-1215.08,20-441,2(g),PEND,Amend,P,,Business Improvement District Amendment Act,61-10741
02-1215.08,20-435,2(g),NA,Note,E,01/05/15,Business Improvement District Emergency Amendment Act of 2014,61-10717
02-1215.09,20-441,2(h),PEND,Amend,P,,Business Improvement District Amendment Act,61-10741
02-1215.09,20-435,2(h),NA,Note,E,01/05/15,Business Improvement District Emergency Amendment Act of 2014,61-10717
02-1215.09a,20-435,2(i),NA,Note,E,01/05/15,Business Improvement District Emergency Amendment Act of 2014,61-10717
02-1215.09a,20-441,2(i),PEND,New Section,P,,Business Improvement District Amendment Act,61-10741
02-1215.09b,20-435,2(i),NA,Note,E,01/05/15,Business Improvement District Emergency Amendment Act of 2014,61-10717
02-1215.09b,20-441,2(i),PEND,New Section,P,,Business Improvement District Amendment Act,61-10741
02-1215.09c,20-435,2(i),NA,Note,E,01/05/15,Business Improvement District Emergency Amendment Act of 2014,61-10717
02-1215.09c,20-441,2(i),PEND,New Section,P,,Business Improvement District Amendment Act,61-10741
02-1215.10,20-441,2(j),PEND,Amend,P,,Business Improvement District Amendment Act,61-10741
02-1215.10,20-435,2(j),NA,Note,E,01/05/15,Business Improvement District Emergency Amendment Act of 2014,61-10717
02-1215.12,20-441,2(k),PEND,Amend,P,,Business Improvement District Amendment Act,61-10741
02-1215.12,20-435,2(k),NA,Note,E,01/05/15,Business Improvement District Emergency Amendment Act of 2014,61-10717
02-1215.13,20-435,2(l),NA,Note,E,01/05/15,Business Improvement District Emergency Amendment Act of 2014,61-10717
02-1215.13,20-441,2(l),PEND,Amend,P,,Business Improvement District Amendment Act,61-10741
02-1215.15,20-378,202,20-141,Amend,P,,Residential Real Property Equity and Transparency Act,61-07763
02-1215.15,20-409,201,NA,Note,E,10/30/14,Residential Real Property Equity and Transparency Congressional Review Emergency Amendment Act of 2014,61-08281
02-1215.15,20-441,2(m),PEND,Amend,P,,Business Improvement District Amendment Act,61-10741
02-1215.15,20-555,2(s),PEND,Note,T,,F.Y. 2015 Budget Support Clarification Temporary Amendment Act of 2014,62-00424
02-1215.15,20-435,2(m),NA,Note,E,01/05/15,Business Improvement District Emergency Amendment Act of 2014,61-10717
02-1215.15,20-424,7103(b),PEND,Amend,P,,FY 2015 Budget Support Act,61-09990
02-1215.15,20-449,7103(b),NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
02-1215.15,20-424,7104,PEND,Amend,P,,FY 2015 Budget Support Act,61-09990
02-1215.15,20-377,7113(b),NA,Note,E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
02-1215.15,20-449,7104,NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
02-1215.18,20-435,2(n),NA,Note,E,01/05/15,Business Improvement District Emergency Amendment Act of 2014,61-10717
02-1215.18,20-441,2(n),PEND,Amend,P,,Business Improvement District Amendment Act,61-10741
02-1215.20,20-424,9021(b),PEND,Amend,P,,FY 2015 Budget Support Act,61-09990
02-1215.20,20-377,9021(b),NA,Note,E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
02-1215.20,20-449,9021(b),NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
02-1215.21,20-435,2(o),NA,Note,E,01/05/15,Business Improvement District Emergency Amendment Act of 2014,61-10717
02-1215.21,20-441,2(o),PEND,Amend,P,,Business Improvement District Amendment Act,61-10741
02-1215.51,20-435,2(p),NA,Note,E,01/05/15,Business Improvement District Emergency Amendment Act of 2014,61-10717
02-1215.51,20-441,2(p),PEND,Amend,P,,Business Improvement District Amendment Act,61-10741
02-1215.52,20-441,2(q),PEND,Amend,P,,Business Improvement District Amendment Act,61-10741
02-1215.52,20-435,2(q),NA,Note,E,01/05/15,Business Improvement District Emergency Amendment Act of 2014,61-10717
02-1215.53,20-435,2(r),NA,Note,E,01/05/15,Business Improvement District Emergency Amendment Act of 2014,61-10717
02-1215.53,20-441,2(r),PEND,Amend,P,,Business Improvement District Amendment Act,61-10741
02-1215.54,20-435,2(s),NA,Note,E,01/05/15,Business Improvement District Emergency Amendment Act of 2014,61-10717
02-1215.54,20-441,2(s,PEND,Amend,P,,Business Improvement District Amendment Act,61-10741
02-1215.55,20-435,2(t),NA,Note,E,01/05/15,Business Improvement District Emergency Amendment Act of 2014,61-10717
02-1215.55,20-441,2(t),PEND,Amend,P,,Business Improvement District Amendment Act,61-10741
02-1215.56,20-435,2(u),NA,Note,E,01/05/15,Business Improvement District Emergency Amendment Act of 2014,61-10717
02-1215.56,20-441,2(u),PEND,Amend,P,,Business Improvement District Amendment Act,61-10741
02-1215.57,20-435,2(v),NA,Note,E,01/05/15,Business Improvement District Emergency Amendment Act of 2014,61-10717
02-1215.57,20-441,2(v),PEND,Amend,P,,Business Improvement District Amendment Act,61-10741
02-1215.58,20-441,2(w),PEND,Amend,P,,Business Improvement District Amendment Act,61-10741
02-1215.58,20-435,2(w),NA,Note,E,01/05/15,Business Improvement District Emergency Amendment Act of 2014,61-10717
02-1215.59,20-441,2(x),PEND,Amend,P,,Business Improvement District Amendment Act,61-10741
02-1215.59,20-435,2(x),NA,Note,E,01/05/15,Business Improvement District Emergency Amendment Act of 2014,61-10717
02-1215.60,20-410,2(c),NA,"Note, New Sec",E,10/30/14,Southwest Business Improvement District Emergency Act of 2014,61-08299
02-1217.131,20-377,7202,NA,Note,E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
02-1217.131,20-449,7192,NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
02-1217.131,20-424,7192,PEND,Amend,P,,FY 2015 Budget Support Act,61-09990
02-1217.73,20-461,2(k),NA,Note,E,12/30/14,F.Y. 2015 Budget Support Clarification Emergency Amendment Act of 2014,61-11784
02-1217.73,20-424,2094,PEND,Amend,P,,FY 2015 Budget Support Act,61-09990
02-1217.73,20-449,7010a,NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
02-1217.73,20-461,2(d),NA,Note,E,12/30/14,F.Y. 2015 Budget Support Clarification Emergency Amendment Act of 2014,61-11784
02-1217.73,20-377,2094,NA,Note,E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
02-1217.73,20-555,2(d),PEND,Note,T,,F.Y. 2015 Budget Support Clarification Temporary Amendment Act of 2014,62-00424
02-1217.73,20-449,2094,NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
02-1217.73,20-555,2(j),PEND,Note,T,,F.Y. 2015 Budget Support Clarification Temporary Amendment Act of 2014,62-00424
02-1221.31 - .34,20-481,251,NA,"Note, Repeal",E,02/16/15,"New Columbia Statehood Initiative, Omnibus Boards and Commissions Reform, and Election Transition Emergency Amendment Act of 2014",61-12133
02-1402.66,20-420,4,PEND,Amend,,,Post-Arrest Process Clarification Amendment Act,61-08320
02-1402.66,20-470,3,PEND,Amend,,,Record Sealing for Non-Violent Marijuana Possession Act,61-12108
02-1515.04a,20-560,3,PEND,Amend,,,Sex Trafficking of Minors Prevention Amendment Act,62-00479
02-1516.01,20-424,9016,PEND,Repeal,P,,FY 2015 Budget Support Act,61-09990
02-1516.01,20-449,9016,NA,"Note, Repeal",E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
02-1516.01,20-377,9016,NA,"Note, Repeal",E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
02-1517.01,20-449,10007,NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
02-1517.01,20-424,10007,PEND,Note,P,,FY 2015 Budget Support Act,61-09990
02-1517.01,20-377,10007,NA,Note,E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
02-1802.05,20-503,10,PEND,Amend,,,Public Space Enforcement Amendment Act of 2014,61-12690
02-1831.03,20-503,3,PEND,Amend,,,Public Space Enforcement Amendment Act of 2014,61-12690
02-274.01 - 0275.01,20-550,301 - 302,PEND,New Section,,,Public-Private Partnership Act,62-00261
02-351.05,20-550,201,PEND,Amend,,,Public-Private Partnership Act,62-00261
03-0342.01,20-557,201(a),NA,Note,E,03/30/15,Soccer Stadium Development Emergency Act of 2014,62-00448
03-0342.01,20-556,201(a),PEND,Amend,P,,Soccer Stadium Development Act,62-00438
03-0343,20-556,201(b),PEND,Amend,P,,Soccer Stadium Development Act,62-00438
03-0343,20-557,201(b),NA,Note,E,03/30/15,Soccer Stadium Development Emergency Act of 2014,62-00448
03-0343.01,20-556,201(c),PEND,Amend,P,,Soccer Stadium Development Act,62-00438
03-0343.01,20-557,201(c),NA,Note,E,03/30/15,Soccer Stadium Development Emergency Act of 2014,62-00448
03-0343.02,20-556,201(d),PEND,Amend,P,,Soccer Stadium Development Act,62-00438
03-0343.02,20-557,201(d),NA,Note,E,03/30/15,Soccer Stadium Development Emergency Act of 2014,62-00448
03-0731,20-377,1072,NA,"Note, New Sec",E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
03-0731,20-424,1072,PEND,New Section,P,,FY 2015 Budget Support Act,61-09990
03-0731,20-449,1072,NA,"Note, New Sec",E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
03-0732,20-424,1073,PEND,New Section,P,,FY 2015 Budget Support Act,61-09990
03-0732,20-449,1073,NA,"Note, New Sec",E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
03-0732,20-377,1073,NA,"Note, New Sec",E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
03-0733,20-449,1074,NA,"Note, New Sec",E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
03-0733,20-377,1074,NA,"Note, New Sec",E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
03-0733,20-424,1074,PEND,New Section,P,,FY 2015 Budget Support Act,61-09990
03-1001 - 03-1005,20-481,252,NA,"Note, Repeal",E,02/16/15,"New Columbia Statehood Initiative, Omnibus Boards and Commissions Reform, and Election Transition Emergency Amendment Act of 2014",61-12133
03-1202.03,20-481,201,NA,Note,E,02/16/15,"New Columbia Statehood Initiative, Omnibus Boards and Commissions Reform, and Election Transition Emergency Amendment Act of 2014",61-12133
03-1206.53,20-523,2,NA,Note,E,03/18/15,Trauma Technologists Licensure Emergency Amendment Act of 2014,61-13110
04-0205.02,20-424,5102(a),PEND,Amend,P,,FY 2015 Budget Support Act,61-09990
04-0205.02,20-377,5102(a),NA,Note,E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
04-0205.02,20-449,5102(a),NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
04-0205.02a,20-377,5102(b),NA,"Note, New Sec",E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
04-0205.02a,20-449,5102(b),NA,"Note, New Sec",E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
04-0205.02a,20-424,5102(b),PEND,New Section,P,,FY 2015 Budget Support Act,61-09990
04-0205.11b,20-424,5072(a),PEND,Amend,P,,FY 2015 Budget Support Act,61-09990
04-0205.11b,20-449,5072(a),NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
04-0205.11b,20-377,5072(a),NA,Note,E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
04-0205.52,20-449,5072(b),NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
04-0205.52,20-555,2(g),PEND,Note,T,,F.Y. 2015 Budget Support Clarification Temporary Amendment Act of 2014,62-00424
04-0205.52,20-424,5072(b),PEND,Amend,P,,FY 2015 Budget Support Act,61-09990
04-0205.52,20-461,2(h),NA,Note,E,12/30/14,F.Y. 2015 Budget Support Clarification Emergency Amendment Act of 2014,61-11784
04-0205.52,20-377,5072(b),NA,Note,E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
04-0205.72a,20-377,5092,NA,Note,E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
04-0205.72a,20-424,7263(b),PEND,Note,P,,FY 2015 Budget Support Act,61-09990
04-0205.72a,20-449,5092,NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
04-0205.72a,20-377,5072(c),NA,Note,E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
04-0205.72a,20-449,5072(c),NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
04-0205.72a,20-424,5092,PEND,Amend,P,,FY 2015 Budget Support Act,61-09990
04-0205.72a,20-377,7273,NA,Note,E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
04-0205.72a,20-424,5072(c),PEND,Amend,P,,FY 2015 Budget Support Act,61-09990
04-0205.72a,20-449,7263,NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
04-0205.72a,20-424,7263(a),PEND,Amend,P,,FY 2015 Budget Support Act,61-09990
04-0205.75,20-449,5072(d),NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
04-0205.75,20-424,5072(d),PEND,Amend,P,,FY 2015 Budget Support Act,61-09990
04-0205.75,20-377,5072(d),NA,Note,E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
04-0251.01,20-536,2(a),PEND,Note,T,,Grandparent Caregivers Program Subsidy Transfer Temporary Amendment Act of 2014,62-00021
04-0251.01,20-508,2(a),NA,Note,E,03/08/15,Grandparent Caregivers Program Subsidy Transfer Emergency Amendment  Act of 2014,61-12717
04-0251.03a,20-536,2(b),PEND,"Note, New Sec",T,,Grandparent Caregivers Program Subsidy Transfer Temporary Amendment Act of 2014,62-00021
